NAME OF COMPANY, ISIN NUMBER
Swan Defence and Heavy Industries Limited,INE542F01020
Swaraj Engines Limited,INE277A01016
SWARNA SECURITIES LTD.,INE595G01018
SWARNSARITA JEWELS INDIA LIMIT,INE967A01012
SWASTI VINAYAKA ART AND HERITA,INE895A01023
SWASTI VINAYAKA SYNTHETICS LTD,INE804A01025
SWASTIKA INVESTMART LTD.,INE691C01022
Swati Projects Limited,INE210F01016
Swelect Energy Systems Limited,INE409B01013
Swiggy Limited,INE00H001014
SWISS MILITARY CONSUMER GOODS,INE010C01025
SWITCHING TECHNOLOGIES GUNTHER,INE311D01017
SWOJAS FOODS LIMITED,INE295B01016
SYBLY INDUSTRIES LTD.,INE080D01042
Sylph Industries Limited,INE706F01021
Symbiox Investment & Trading C,INE653R01012
Symphony Limited,INE225D01027
Syncom Formulations (India) Limited,INE312C01025
Synergy Green Industries Limit,INE00QT01015
Syngene International Limited,INE398R01022
SYNTHIKO FOILS LTD.,INE363L01045
Syrma SGS Technology Limited,INE0DYJ01015
SYSCHEM (INDIA) LTD.,INE121D01036
SYSTEMATIC INDUSTRIES LIMITED,INE1KLZ01011
SYSTEMATIX CORPORATE SERVICES,INE356B01024
SYSTEMATIX SECURITIES LTD.,INE07P301011
T & I GLOBAL LTD.,INE811B01010
T D POWER SYSTEMS LTD.,INE419M01027
T T Limited,INE592B01024
T.SPIRITUAL WORLD LTD.,INE541C01037
TAAL TECH LIMITED,INE524T01011
TAHMAR ENTERPRISES LIMITED,INE385D01029
TAI INDUSTRIES LTD.,INE358D01018
Tainwala Chemical and Plastic (I) Limited,INE123C01018
Taj GVK Hotels & Resorts Limited,INE586B01026
Take Solutions Limited,INE142I01023
TAKYON NETWORKS LIMITED,INE14OX01013
TALBROS AUTOMOTIVE COMPONENTS,INE187D01029
TALBROS ENGINEERING LIMITED,INE717E01013
TAMBOLI INDUSTRIES LIMITED,INE864J01012
TAMIL NADU NEWSPRINT & PAPERS,INE107A01015
Tamilnad Mercantile Bank Limit,INE668A01016
Tamilnadu PetroProducts Limited,INE148A01019
Tamilnadu Telecommunication Limited,INE141D01018
TANEJA AEROSPACE & AVIATION LT,INE692C01020
TANFAC INDUSTRIES LTD.,INE639B01015
Tanla Platforms Limited,INE483C01032
Tara Chand InfraLogistic Solutions Limited,INE555Z01020
TARAI FOODS LTD.,INE906C01016
Tarapur Transformers Limited,INE747K01017
TARC Limited,INE0EK901012
Tarmat Limited,INE924H01018
Tarsons Products Limited,INE144Z01023
Tasty Bite Eatables Limited,INE488B01017
Tasty Dairy Specialities Limit,INE773Y01014
Tata Capital Limited,INE976I01016
Tata Chemicals Limited,INE092A01019
Tata Communications Limited,INE151A01013
Tata Consultancy Services Limited,INE467B01029
TATA CONSUMER PRODUCTS LIMITED,INE192A01025
Tata Elxsi Limited,INE670A01012
Tata Investment Corporation Limited,INE672A01026
Tata Motors Limited,INE1TAE01010
TATA MOTORS PASSENGER VEHICLES,INE155A01022
Tata Mutual Fund - Permitted,INF277KA1976
TATA POWER CO.LTD.,INE245A01021
Tata Steel Limited,INE081A01020
Tata Technologies Limited,INE142M01025
TATA TELESERVICES (MAHARASHTRA,INE517B01013
TATIA GLOBAL VENNTURE LTD.,INE083G01031
Tatva Chintan Pharma Chem Limi,INE0GK401011
TAVERNIER RESOURCES LIMI,INE355H01015
Taylormade Renewables Limited,INE459Z01017
TBO Tek Limited,INE673O01025
TCAP-8.65%-26-8-27-NCD,INE306N07LM5
TCC CONCEPT LIMITED,INE887D01016
TCFC FINANCE LTD.,INE389D01013
TCHF-8.1%-14-1-28-NCD,INE033L07GS6
TCHF-8.4%-14-1-28-NCD,INE033L07GU2
TCI Express Limited,INE586V01016
TCI Finance Limited,INE911B01018
TCI INDUSTRIES LTD.,INE920B01019
TCL-13.50%-18-1-27-PVT,INE00DJ07045
TCM LTD.,INE034F01010
TCPL Packaging Limited,INE822C01015
Team India Guaranty Limited,INE289C01025
TEAM24 CONSUMER PRODUCTS LIMIT,INE601A01017
Teamlease Services Limited,INE985S01024
Teamo Productions HQ Limited,INE065J01024
Tech Mahindra Limited,INE669C01036
TECHKNOWGREEN SOLUTIONS LIMITE,INE0P4P01011
Techno Electric & Engineering,INE285K01026
TECHNOCRAFT INDUSTRIES (INDIA),INE545H01011
TechNVision Ventures Limited,INE314H01012
TECIL CHEMICALS & HYDRO POWER,INE014B01011
TEESTA AGRO INDUSTRIES LTD.,INE757D01011
Tega Industries Limited,INE011K01018
Tejas Networks Limited,INE010J01012
TEJASSVI AAHARAM LIMITED,INE173E01019
Tejnaksh Healthcare Limited,INE030T01027
TELECANOR GLOBAL LTD.,INE381G01013
TELGE PROJECTS LIMITED,INE0SRP01014
TELOGICA LIMITED,INE778I01024
Tembo Global Industries Limited,INE869Y01010
Tenneco Clean Air India Limite,INE19RI01016
Tera Software Limited,INE482B01010
TERAI TEA CO.LTD.,INE390D01011
TEXEL INDUSTRIES LTD.,INE594V01028
TEXMACO INFRASTRUCTURE & HOLDI,INE435C01024
Texmaco Rail & Engineering Limited,INE621L01012
TEXMO PIPES & PRODUCTS LTD.,INE141K01013
TGB Banquets And Hotels Limited,INE797H01018
TGIF AGRIBUSINESS LIMITED,INE0SMU01015
TGV SRAAC Limited,INE284B01028
THACKER & CO.LTD.,INE077P01034
THAKKERS DEVELOPERS LTD.,INE403F01017
THAKRAL SERVICES (INDIA) LTD.,INE190F01028
Thangamayil Jewellery Limited,INE085J01014
The Anup Engineering Limited,INE294Z01018
The Byke Hospitality Ltd,INE319B01014
The Grob Tea Company Limited,INE646C01018
The Hi-Tech Gears Limited,INE127B01011
The Indian Wood Products Co. L,INE586E01020
THE INVESTMENT TRUST OF INDIA,INE924D01017
The New India Assurance Compan,INE470Y01017
The Peria Karamalai Tea & Produce Company Limited,INE431F01018
The Phoenix Mills Limited,INE211B01039
The Phosphate Company Limited,INE398C01016
The Ramco Cements Limited,INE331A01037
The Ravalgaon Sugar Farm Limit,INE615A01025
The Ugar Sugar Works Limited,INE071E01023
The United Nilgiri Tea Estates Company Limited,INE458F01011
The Wealth Company Mutual Fund,INF2F0001370
The Western India Plywoods Limited,INE215F01023
The Yamuna Syndicate Ltd,INE868X01014
Thejo Engineering Limited,INE121N01019
Themis Medicare Limited,INE083B01024
Thermax Limited,INE152A01029
THFPL-9.75%-16-8-27-PVT,INE0Q6I07017
THINKINK PICTUREZ LIMITED,INE365S01045
THIRANI PROJECTS LTD,INE901C01017
Thirumalai Chemicals Limited,INE338A01024
Thomas Cook  (India)  Limited,INE332A01027
Thomas Scott (India) Limited,INE480M01011
THREE M PAPER BOARDS LIMITED,INE0UK501010
THRIVE FUTURE HABITATS LIMITED,INE628D01014
Thyrocare Technologies Limited,INE594H01019
TIAAN CONSUMER LIMITED,INE864T01011
Tierra Agrotech Limited,INE05CY01014
Tiger Logistics (India) Limited,INE906O01029
Tijaria Polypipes Limited,INE440L01017
TIL Limited,INE806C01018
Tilak Ventures Limited,INE026L01022
Tilaknagar Industries Limited,INE133E01013
Time Technoplast Limited,INE508G01029
Times Green Energy (India) Lim,INE0B6101012
TIMEX GROUP INDIA LTD.,INE064A01026
Timken India Limited,INE325A01013
TINNA RUBBER AND INFRASTRUCTUR,INE015C01016
Tips Films Limited,INE0LQS01015
Tips Music Limited,INE716B01029
TIRTH PLASTIC LTD.,INE008N01018
TIRUPATI FOAM LIMITED,INE115G01015
Tirupati Forge Limited,INE319Y01024
TIRUPATI INNOVAR LIMITED,INE812Q01016
TIRUPATI SARJAN LTD.,INE297J01023
TIRUPATI STARCH & CHEMICALS LT,INE314D01011
TITAGARH RAIL SYSTEMS LIMITED,INE615H01020
TITAN BIOTECH LTD.,INE150C01011
Titan Company Limited,INE280A01028
TITAN INTECH LIMITED,INE807M01031
TITAN SECURITIES LTD.,INE090D01017
TOKYO FINANCE LTD.,INE546D01018
Tokyo Plast International Limited,INE932C01012
Tolins Tyres Limited,INE0RWQ01014
TOMORROW TECHNOLOGIES GLOBAL I,INE135H01029
Torrent Pharmaceuticals Limited,INE685A01028
Torrent Power Limited,INE813H01021
TOSS THE COIN LIMITED,INE0XAY01012
Total Transport Systems Limited,INE336X01012
Touchwood Entertainment Limited,INE486Y01013
TOURISM FINANCE CORPORATION OF,INE305A01023
TOYAM SPORTS LIMITED,INE457P01020
TPI INDIA LTD.,INE578C01021
TPL Plastech Limited,INE413G01022
Tracxn Technologies Limited,INE0HMF01019
TRADE WINGS LTD.,INE961E01017
TRADEWELL HOLDINGS LIMITED,INE819G01012
TRANS INDIA HOUSE IMPEX LIMITE,INE502D01011
TRANSCHEM LTD.,INE019B01010
TRANSCORP INTERNATIONAL LTD.,INE330E01023
TRANSFORMERS AND RECTIFIERS (I,INE763I01026
TRANS-FREIGHT CONTAINERS LTD.,INE360D01014
TRANSGENE BIOTEK LTD.,INE773D01018
TRANSGLOBE FOODS LTD.,INE213P01027
Transindia Real Estate Limited,INE0O3901029
TRANSPEK INDUSTRY LTD.,INE687A01016
TRANSPORT CORPORATION OF INDIA,INE688A01022
Transrail Lighting Limited,INE454P01035
TRANSVOY LOGISTICS INDIA LIMIT,INE0MPU01011
Transwarranty Finance Limited,INE804H01012
TRANSWORLD SHIPPING LINES LIMI,INE757B01015
Travel Food Services Limited,INE103V01028
Travels & rentals Limited,INE0SG001011
Travels & rentals Limited,INE0SG020011
TREE HOUSE EDUCATION & ACCESSO,INE040M01013
TREJHARA SOLUTIONS LIMITED,INE00CA01015
Trent Limited,INE849A01020
TRESCON LIMITED,INE088D01011
TRF Limited,INE391D01019
Tribhovandas Bhimji Zaveri Limited,INE760L01018
TRICOM FRUIT PRODUCTS LIMITED,INE843F01014
Trident Lifeline Limited,INE0MKA01014
Trident Limited,INE064C01022
Trident Texofab Limited,INE071Y01013
Trigyn Technologies Limited,INE948A01012
TRILIANCE POLYMERS LIMITED,INE778N01016
TRIO MERCANTILE & TRADING LTD.,INE234G01022
Trishakti Industries Limited,INE238C01022
TRITON CORP.LTD.,INE982C01033
TRITON VALVES LTD.,INE440G01017
TRIUMPH INTERNATIONAL FINANCE,INE382B01012
TRIVENI ENGINEERING & INDUSTRI,INE256C01024
TRIVENI ENTERPRISES LTD,INE916P01025
TRIVENI GLASS LTD.,INE094C01011
Triveni Turbine Limited,INE152M01016
TruAlt Bioenergy Limited,INE0MWH01014
TruCap Finance Limited,INE615R01029
TRUE COLORS LIMITED,INE1LDV01015
TRUE GREEN BIO ENERGY LIMITED,INE672K01025
Trustedge Capital Limited,INE398H01015
TRUSTWAVE SECURITIES LIMITED,INE668Y01016
TSF INVESTMENTS LIMITED,INE202Z01029
TTI ENTERPRISE LTD,INE404F01031
TTK Healthcare Limited,INE910C01018
TTK Prestige Limited,INE690A01028
Tube Investments of India Limited,INE974X01010
TULSYAN NEC LTD.,INE463D01016
TUNI TEXTILE MILLS LTD.,INE560D01027
TUSALDAH LIMITED,INE319M01011
TUTICORIN ALKALI CHEMICALS AND,INE400A01014
TV Today Network Limited,INE038F01029
TV Vision Limited,INE871L01013
TVS Electronics Limited,INE236G01019
TVS Holdings Limited,INE105A01035
TVS Motor Company Limited,INE494B01023
TVS Srichakra Limited,INE421C01016
TVS Supply Chain Solutions Lim,INE395N01027
Twamev Construction and Infrastructure Limited,INE388G01026
TYCHE INDUSTRIES LTD.,INE443B01012
Typhoon Financial Services Lim,INE761R01013
TYROON TEA CO.LTD.,INE945B01016
U. H. ZAVERI LIMITED,INE556Z01010
U. Y. Fincorp Limited,INE152C01025
U.P.HOTELS LTD.,INE726E01014
UCAL LIMITED,INE139B01016
UCL-10.02%-7-8-26-PVT,INE583D07547
UCO Bank,INE691A01018
Uday Jewellery Industries Limi,INE551B01012
Udayshivakumar Infra Limited,INE0N0Y01013
UFLEX Limited,INE516A01017
UFO Moviez India Limited,INE527H01019
Ugro Capital Limited,INE583D01011
UJAAS ENERGY LIMITED,INE899L01030
Ujjivan Small Finance Bank Lim,INE551W01018
Ultracab (India) Limited,INE010R01023
ULTRAMARINE & PIGMENTS LTD.,INE405A01021
UltraTech Cement Limited,INE481G01011
Uma Exports Limited,INE0GIU01018
UMIYA BUILDCON LIMITED,INE398B01018
Umiya Mobile Limited,INE1P1A01018
Umiya Tubes Limited,INE173U01015
UNI ABEX ALLOY PRODUCTS LTD.,INE361D01012
Unichem Laboratories Limited,INE351A01035
Unick Fix-A- Form and Printers,INE250G01010
Unicommerce Esolutions Limited,INE00U401027
UNIFIED DATA TECH SOLUTIONS LI,INE1ABX01018
UNIFINZ CAPITAL INDIA LIMITED,INE926R01012
Uniinfo Telecom Services Limited,INE481Z01011
Unimech Aerospace and Manufact,INE0U3I01011
Union Bank of India,INE692A01016
UNION MUTUAL FUND,INF582M01KS4
Uniparts India Limited,INE244O01017
Uniphos Enterprises Limited,INE037A01022
Unipro Technologies Limited,INE448F01012
UNIQUE ORGANICS LTD.,INE333E01019
UNIROYAL INDUSTRIES LTD.,INE980D01019
UNIROYAL MARINE EXPORTS LTD.,INE602H01010
UNISEM AGRITECH LIMITED,INE1FHV01026
UNISON METALS LTD,INE099D01026
UNITECH INTERNATIONAL LTD.,INE929K01011
Unitech Limited,INE694A01020
United Breweries Limited,INE686F01025
United Drilling Tools Limited,INE961D01019
United Foodbrands Limited,INE382M01027
United Polyfab Gujarat Limited,INE368U01029
United Spirits Limited,INE854D01024
UNITED VAN DER HORST LTD.,INE890G01047
Univastu India Limited,INE562X01013
UNIVERSAL ARTS LTD.,INE464B01018
Universal Autofoundry Limited,INE203T01012
Universal Cables Limited,INE279A01012
UNIVERSAL OFFICE AUTOMATION LT,INE951C01012
UNIVERSAL STARCH-CHEM ALLIED L,INE113E01015
UNIVERSUS PHOTO IMAGINGS LIMIT,INE03V001013
UNJHA FORMULATIONS LTD.,INE576D01015
UNO Minda Limited,INE405E01023
UPC-9.70%-30-3-29-PVT,INE540P07400
Updater Services Limited,INE851I01011
UPL Limited,INE628A01036
UPSURGE INVESTMENT & FINANCE L,INE890B01014
UR SUGAR INDUSTRIES LIMITED,INE904R01027
Uravi Defence and Technology L,INE568Z01015
Urban Company Limited,INE0CAZ01013
Urja Global Limited,INE550C01020
USFBL-11%-28-6-31-PVT,INE735W08053
USG TECH SOLUTIONS LTD.,INE718B01017
USHA MARTIN EDUCATION & SOLUTI,INE240C01028
Usha Martin Limited,INE228A01035
USHAKIRAN FINANCE LTD.,INE697C01011
UTI Asset Management Company L,INE094J01016
UTI BSE  Sensex Next 50 ETF,INF789F1AUU3
UTI BSE Sensex ETF,INF789FB1X58
UTI Mutual Fund,INF789F1AZC0
UTI Mutual Fund,INF789F1AUW9
UTI Mutual Fund,INF789F1ARF0
UTI Mutual Fund,INF789F1ARQ7
UTI Mutual Fund,INF789F1AUV1
UTI Mutual Fund,INF789F1AYK6
UTI MUTUAL FUND - UTI GOLD EXC,INF789F1AUX7
UTIQUE ENTERPRISES LIMITED,INE096A01010
UTKARSH SMALL FINANCE BANK LIM,INE735W01017
UTL INDUSTRIES LIMITED,INE184E01024
Uttam Sugar Mills Limited,INE786F01031
UVS HOSPITALITY AND SERVICES L,INE528C01018
V B INDUSTRIES LIMITED,INE334E01017
V R WOODART LTD.,INE317D01014
V.B.DESAI FINANCIAL SERVICES L,INE848D01018
V.I.P.INDUSTRIES LTD.,INE054A01027
V.S.T Tillers Tractors Limited,INE764D01017
V2 Retail Limited,INE945H01013
VA Tech Wabag Limited,INE956G01038
VAARAD VENTURES LTD,INE418B01048
VADILAL ENTERPRISES LTD.,INE693D01018
Vadilal Industries Limited,INE694D01016
Vaibhav Global Limited,INE884A01027
Vaishali Pharma Limited,INE972X01022
Vakrangee Limited,INE051B01021
Valencia India Limited,INE130701019
VALIANT COMMUNICATIONS LTD.,INE760B01019
Valiant Laboratories Limited,INE0JWS01017
Valiant Organics Limited,INE565V01010
VALLABH STEELS LTD.,INE457E01016
Valor Estate Limited,INE879I01012
VALSON INDUSTRIES LTD.,INE808A01018
VAMA INDUSTRIES LTD.,INE685D01022
VAMSHI RUBBER LTD.,INE380C01014
Vani Commercials Limited,INE661Q01017
Vantage Knowledge Academy Limi,INE427T01025
Vardhman Acrylics Limited,INE116G01013
VARDHMAN CONCRETE LIMITED,INE115C01014
Vardhman Holdings Limited,INE701A01023
Vardhman Polytex Limited,INE835A01029
Vardhman Special Steels Limited,INE050M01012
Vardhman Textiles Limited,INE825A01020
VARIMAN GLOBAL ENTERPRISES LIM,INE717F01028
Varroc Engineering Limited,INE665L01035
Varun Beverages Limited,INE200M01039
VARVEE GLOBAL LIMITED,INE273D01019
VARYAA CREATIONS LIMITED,INE0R6801013
Vascon Engineers Limited,INE893I01013
VASHU BHAGNANI INDUSTRIES LIMI,INE147C01017
VASUNDHARA RASAYANS LTD,INE406F01010
Vaswani Industries Limited,INE590L01019
Vaxfab Enterprises Limited,INE560T01015
Vaxtex Cotfab Limited,INE098201036
VCL-10%-04-07-28-PVT,INE01HV07593
VCL-9.86%-16-4-27-PVT,INE01HV07536
VCU DATA MANAGEMENT LTD,INE962O01014
Vedant Fashions Limited,INE825V01034
Vedanta Limited,INE205A01025
VEDAVAAG SYSTEMS LTD.,INE359B01010
Veedol Corporation Limited,INE484C01030
VEEFIN SOLUTIONS LIMITED,INE0Q0M01015
VEEJAY LAKSHMI ENGINEERING WOR,INE466D01019
VEER ENERGY & INFRASTRUCTURE L,INE255E01030
Veer Global Infraconstruction,INE244W01010
VEERHEALTH CARE LIMITED,INE882C01035
Veerkrupa Jewellers Limited,INE0ID001024
VEGA JEWELLERS LIMITED,INE603D01017
VELAN HOTELS LTD.,INE548D01014
VELJAN DENISON LIMITED,INE232E01013
Venky's (India) Limited,INE398A01010
VENLON ENTERPRISES LTD.,INE204D01022
VENMAX DRUGS AND PHARMACEUTICA,INE154G01022
Ventive Hospitality Limited,INE781S01027
VENTURA TEXTILES LTD.,INE810C01044
Venus Pipes & Tubes Limited,INE0JA001018
Venus Remedies Limited,INE411B01019
Veranda Learning Solutions Lim,INE0IQ001011
VERITAS (INDIA) LTD.,INE379J01029
VERTEX SECURITIES LTD.,INE316D01024
Vertoz Limited,INE188Y01031
Vesuvius India Limited,INE386A01023
VETO SWITCHGEARS AND CABLES LI,INE918N01018
V-Guard Industries Limited,INE951I01027
Vibhor Steel Tubes Limited,INE0QTF01015
Vibrant Global Capital Limited,INE761Q01015
Viceroy Hotels Limited,INE048C01025
VICTORIA MILLS LTD.,INE203D01016
Vidhi Specialty Food Ingredien,INE632C01026
Vidya Wires Limited,INE14UN01029
VIJAY SOLVEX LTD.,INE362D01010
Vijaya Diagnostic Centre Limit,INE043W01024
Viji Finance Limited,INE159N01027
Vikas EcoTech Limited,INE806A01020
Vikas Lifecare Limited,INE161L01027
VIKAS PROPPANT & GRANITE LTD.,INE767B01022
VIKAS WSP LTD.,INE706A01022
VIKRAM AROMA LIMITED,INE0NR501012
VIKRAM KAMATS HOSPITALITY LIMI,INE564S01019
Vikram Solar Limited,INE078V01014
VIKRAM THERMO (INDIA) LTD.,INE337E01010
Vikran Engineering Limited,INE01R501028
Vimta Labs Limited,INE579C01029
Vinati Organics Limited,INE410B01037
VINAYAK POLYCON INTERNATIONAL,INE581M01016
Vindhya Telelinks Limited,INE707A01012
Vineet Laboratories Limited,INE505Y01010
Vineet Laboratories Limited-RE,INE505Y20010
Vinny Overseas Limited,INE01KI01027
VINTAGE COFFEE AND BEVERAGES L,INE498Q01014
VINTAGE SECURITIES LTD.,INE153C01015
Vinyl Chemicals (India) Limited,INE250B01029
VINYOFLEX LTD.,INE526H01011
VIP Clothing Limited,INE450G01024
Vipul Limited,INE946H01037
Vipul Organics Limited,INE834D01018
Viram Suvarn Limited,INE607V01028
Viram Suvarn Limited,INE607V20010
VIRAT CRANE INDUSTRIES LTD.,INE295C01014
VIRAT INDUSTRIES LTD.,INE467D01017
Virat Leasing Limited,INE347L01022
Virgo Global Limited,INE400B01020
Virinchi Limited,INE539B01017
VIRTUAL GLOBAL EDUCATION LTD.,INE247C01023
Virtuoso Optoelectronics Limit,INE0I0T01010
Visa Steel Limited,INE286H01012
VISAGAR FINANCIAL SERVICES LTD,INE309H01038
Visagar Polytex Limited,INE370E01029
Visaka Industries Limited,INE392A01021
Vishal Bearings Limited,INE060T01024
VISHAL FABRICS LTD,INE755Q01025
Vishal Mega Mart Limited,INE01EA01019
Vishnu Chemicals Limited,INE270I01022
VISHNU PRAKASH R PUNGLIA LIMIT,INE0AE001013
VISHVPRABHA VENTURES LIMITED,INE762D01011
Vishwaraj Sugar Industries Lim,INE430N01022
VISION CINEMAS LTD.,INE515B01025
VISION CORPORATION LTD.,INE661D01015
VISTA PHARMACEUTICALS LTD.,INE427C01021
Vistar Amar Limited,INE878P01019
Vivanta Industries Limited,INE299W01022
Vivanza Biosciences Limited,INE984E01035
VIVID GLOBAL INDUSTRIES LTD.,INE737C01023
VIVID MERCANTILE LIMITED,INE647Z01025
Vivimed Labs Limited,INE526G01021
VIVO BIO TECH LTD.,INE380K01017
VJTF EDUSERVICES LTD.,INE117F01013
VL E-Governance & IT Solutions,INE03HW01020
VLS Finance Limited,INE709A01018
V-Mart Retail Limited,INE665J01013
VMS INDUSTRIES LTD.,INE932K01015
VMS TMT Limited,INE0SJA01013
VODAFONE IDEA  LIMITED,INE669E01016
VOITH PAPER FABRICS INDIA LTD.,INE285C01015
VOLTAIRE LEASING & FINANCE LTD,INE763D01019
Voltamp Transformers Limited,INE540H01012
Voltas Limited,INE226A01021
Vraj Iron and Steel Limited,INE0S2V01010
VRL Logistics Limited,INE366I01010
Vrundavan Plantation Limited,INE0Q6901013
VSF PROJECTS LTD.,INE923K01014
VST Industries Limited,INE710A01016
VTM LTD.,INE222F01029
VVIP Infratech Limited,INE0MNP01016
W S Industries (I) Limited,INE100D01014
W.H.BRADY & CO.LTD.,INE855A01019
Waa Solar Limited,INE799N01012
Waaree Energies Limited,INE377N01017
WAAREE RENEWABLE TECHNOLOGIES,INE299N01021
WAAREE TECHNOLOGIES LIMITED,INE725P01012
WAGEND INFRA VENTURE LIMITED,INE786K01023
Wakefit Innovations Limited,INE0E7301029
WALCHAND PEOPLEFIRST LTD.,INE695D01021
Walchandnagar Industries Limited,INE711A01022
WALLFORT FINANCIAL SERVICES LT,INE121B01014
Wanbury Limited,INE107F01022
Wardwizard Foods and Beverages,INE761D01021
WARDWIZARD INNOVATIONS AND MOB,INE945P01024
WARREN TEA LTD.,INE712A01012
WATERBASE LTD.,INE054C01015
WE WIN LIMITED,INE082W01014
Wealth First Portfolio Manager,INE658T01017
Websol Energy System Limited,INE855C01023
Weizmann Limited,INE080A01014
WELCAST STEELS LTD.,INE380G01015
WELCURE DRUGS & PHARMACEUTICAL,INE331C01025
Welspun Corp Limited,INE191B01025
Welspun Enterprises Limited,INE625G01013
WELSPUN INVESTMENTS AND COMMER,INE389K01018
Welspun Living Limited,INE192B01031
WELSPUN SPECIALTY SOLUTIONS LI,INE731F01037
Wendt (India) Limited,INE274C01019
WEP SOLUTIONS LTD.,INE434B01029
West Coast Paper Mills Limited,INE976A01021
WEST LEISURE RESORTS LTD,INE266P01017
Western Carriers (India) Limit,INE0CJF01024
Western Overseas Study Abroad,INE1MF401019
WESTLIFE FOODWORLD LIMITED,INE274F01020
WeWork India Management Limite,INE085001019
Wheels India Limited,INE715A01015
Whirlpool of India Limited,INE716A01013
White Organic Agro Limited,INE146C01019
WILLIAMSON FINANCIAL SERVICES,INE188E01017
Williamson Magor & Company Limited,INE210A01017
WIM PLAST LTD.,INE015B01018
Windlas Biotech Limited,INE0H5O01029
Windsor Machines Limited,INE052A01021
WINSOME BREWERIES LTD.,INE391C01011
WINSOME TEXTILE INDUSTRIES LTD,INE837B01031
Winsome Yarns Limited,INE784B01035
Wipro Limited,INE075A01022
Wockhardt Limited,INE049B01025
WOMEN NETWORKS LTD.,INE905B01010
Wonder Electricals Limited,INE02WG01024
Wonderla Holidays Limited,INE066O01014
WORKMATES CORE2CLOUD SOLUTION,INE1I1301016
WORLDWIDE ALUMINIUM LIMITED,INE550D01010
WORTH INVESTMENT & TRADING CO,INE114O01020
Worth Peripherals Limited,INE196Y01018
WPIL LTD.,INE765D01022
WSFX Global Pay Limited,INE549D01012
Xchanging Solutions Limited,INE692G01013
Xelpmoc Design and Tech Limite,INE01P501012
Xpro India Limited,INE445C01015
Xtglobal Infotech Limited,INE547B01028
YAAN ENTERPRISES LIMITED,INE969E01010
YAJUR FIBRES LIMITED,INE0CNJ01010
YAMINI INVESTMENTS COMPANY LTD,INE457N01025
YARN SYNDICATE LTD.,INE564C01013
Yash Chemex Limited,INE571U01010
Yash Highvoltage Limited,INE00GK01023
YASH INNOVENTURES LIMITED,INE823D01011
YASH MANAGEMENT & SATELLITE LT,INE216B01012
Yasho Industries Limited,INE616Z01012
YASHRAJ CONTAINEURS LTD.,INE095C01018
YATHARTH HOSPITAL & TRAUMA CAR,INE0JO301016
Yatra Online Limited,INE0JR601024
Yes Bank Limited,INE528G01035
YOGI LIMITED,INE290E01011
YOGI SUNG-WON (INDIA) LTD.,INE429B01011
YORK EXPORTS LTD.,INE057Q01018
Yug Decor Limited,INE796W01019
Yuken India Limited,INE384C01016
Yunik Managing Advisors Limite,INE143K01019
YURANUS INFRASTRUCTURE LTD,INE156M01017
YUVRAAJ HYGIENE PRODUCTS LTD.,INE139D01020
Z.F.STEERING GEAR (INDIA) LTD.,INE116C01012
ZAGGLE PREPAID OCEAN SERVICES,INE07K301024
Zeal Aqua Limited,INE819S01025
ZEE ENTERTAINMENT ENTERPRISES,INE256A01028
Zee Learn Limited,INE565L01011
Zee Media Corporation Limited,INE966H01019
Zelio E Mobility Limited,INE1B3501014
